Designator,Mid X,Mid Y,Rotation,Layer
C1,81.974613,-153.75,180.0,top
C2,76.769622,-155.5,270.0,top
D9,85.974613,-138.75,180.0,top
H1,59.643981,-146.25,0.0,top
H2,93.893981,-146.25,0.0,top
J3,91.474613,-155.0,0.0,top
M1,77.474613,-146.091131,270.0,top
Q2,76.924613,-138.75,180.0,top
R3,60.569622,-154.5,0.0,top
R4,60.569622,-158.25,0.0,top
R5,68.474613,-138.75,180.0,top
U1,69.769622,-156.25,0.0,top
